name,identifier,total,mujer,hombre,total_esta,total_otra,total_fuera,mujer_esta,mujer_otra,mujer_fuera,hombre_esta,hombre_otra,hombre_fuera,id
tucuman,juan bautista alberdi,27,27,27,27,27,67,22,27,67,27,27,72,474.0
tucuman,la cocha,27,27,27,27,22,62,27,22,52,27,22,62,472.0
tucuman,leales,22,27,22,22,42,27,27,27,27,22,22,22,480.0
tucuman,lules,22,22,22,22,42,47,22,42,47,22,42,37,478.0
tucuman,monteros,22,22,27,22,22,32,22,22,37,27,22,32,479.0
tucuman,rio chico,27,22,27,27,22,27,27,22,22,27,42,27,475.0
tucuman,simoca,22,22,22,22,22,47,22,22,47,22,22,47,477.0
tucuman,tafi del valle,22,22,22,22,32,32,22,32,32,22,22,42,487.0
tucuman,tafi viejo,22,22,22,22,47,42,22,47,52,22,47,42,486.0
tucuman,trancas,22,22,22,22,27,42,22,22,42,22,27,47,490.0
tucuman,yerba buena,22,22,22,22,47,52,22,52,52,22,47,42,484.0
