name,identifier,total,total_esta,total_otra,total_fuera,mujer,mujer_esta,mujer_otra,mujer_fuera,hombre,hombre_esta,hombre_otra,hombre_fuera,total_esta_p,total_otra_p,total_fuera_p,mujer_esta_p,mujer_otra_p,mujer_fuera_p,hombre_esta_p,hombre_otra_p,hombre_fuera_p,latitude,longitude
Corrientes,Mercedes,49807,44599,4890,318,25508,22880,2468,160,24299,21719,2422,158,0.8954363844439537,0.0981789708273937,0.0063846447286525,0.8969734985102713,0.0967539595421044,0.0062725419476242,0.8938227910613605,0.0996748837400716,0.0065023251985678,-29.0645067636205,-57.8183859330354
Corrientes,Monte Caseros,45602,35616,9459,527,23130,18050,4802,278,22472,17566,4657,249,0.7810183763870006,0.2074251129336432,0.0115565106793561,0.7803718115002162,0.2076091655858193,0.0120190229139645,0.781683873264507,0.2072356710573157,0.0110804556781772,-30.2289612354938,-57.870301871575
Corrientes,Paso de los Libres,56778,49442,6460,876,29454,25733,3228,493,27324,23709,3232,383,0.8707950262425588,0.1137764627144316,0.0154285110430096,0.873667413594079,0.1095946221226319,0.0167379642832891,0.8676987263943786,0.1182842921973356,0.0140169814082857,-29.5936363396967,-57.2996338361445
Corrientes,Saladas,29126,25751,3117,258,14884,13162,1586,136,14242,12589,1531,122,0.8841241502437684,0.1070177847970885,0.008858064959143,0.8843052942757323,0.1065573770491803,0.0091373286750873,0.8839348406122736,0.107498946777138,0.0085662126105884,-28.2124686853348,-58.6199128880477
Corrientes,San Cosme,19679,16115,3254,310,9769,8071,1527,171,9910,8044,1727,139,0.8188932364449413,0.1653539305859037,0.0157528329691549,0.8261848705087522,0.1563107789947794,0.0175043504964684,0.8117053481331988,0.174268415741675,0.0140262361251261,-27.3822986767274,-58.5174742251831
Corrientes,San Luis del Palmar,21381,19120,2025,236,10912,9774,1020,118,10469,9346,1005,118,0.8942519058977597,0.0947102567700294,0.0110378373322108,0.8957111436950147,0.0934750733137829,0.0108137829912023,0.8927309198586303,0.0959977075174324,0.0112713726239373,-27.6020530782378,-58.2683508234644
Corrientes,San Martín,15164,13572,1481,111,7795,6997,740,58,7369,6575,741,53,0.8950145080453706,0.0976655236085465,0.0073199683460828,0.8976266837716484,0.0949326491340603,0.0074406670942912,0.8922513231103271,0.1005563848554756,0.0071922920341973,-28.8289801487463,-56.9315835110542
Corrientes,San Miguel,12700,11659,962,79,6373,5834,507,32,6327,5825,455,47,0.9180314960629922,0.0757480314960629,0.0062204724409448,0.9154244468852972,0.0795543699984308,0.0050211831162717,0.920657499604868,0.0719140192824403,0.0074284811126916,-27.8758596571718,-57.4100421733803
Corrientes,San Roque,22682,20632,1891,159,11466,10478,904,84,11216,10154,987,75,0.9096199629662288,0.083370073185786,0.0070099638479851,0.9138321995464852,0.0788417931275074,0.0073260073260073,0.9053138373751785,0.0879992867332382,0.0066868758915834,-28.705807188664,-58.6130359023562
Corrientes,Santo Tomé,71922,57976,12574,1372,36837,29610,6415,812,35085,28366,6159,560,0.8060954923389227,0.1748282861989377,0.0190762214621395,0.8038113852919618,0.1741455601704807,0.0220430545375573,0.808493658258515,0.1755451047456178,0.0159612369958671,-28.2311041286613,-56.2221766248194
Corrientes,Sauce,10382,9425,908,49,5264,4782,460,22,5118,4643,448,27,0.9078212290502792,0.0874590637642072,0.0047197071855133,0.9084346504559272,0.087386018237082,0.0041793313069908,0.9071903087143416,0.0875341930441578,0.0052754982415005,-29.9995030631702,-58.7949968561603
Entre Ríos,Colón,74890,60316,13178,1396,38151,30790,6638,723,36739,29526,6540,673,0.8053945787154493,0.175964748297503,0.0186406729870476,0.8070561715289245,0.173992818012634,0.0189510104584414,0.8036691254525165,0.1780124663164484,0.0183184082310351,-32.0114827530749,-58.3699129592392
Entre Ríos,Concordia,197603,176427,19098,2078,101625,90846,9678,1101,95978,85581,9420,977,0.8928356350865119,0.0966483302379012,0.0105160346755869,0.8939335793357933,0.0952324723247232,0.0108339483394833,0.8916730917501927,0.0981474921336139,0.0101794161161932,-31.2902983724746,-58.2378696898985
Entre Ríos,Diamante,52312,43137,7583,1592,26807,21933,3995,879,25505,21204,3588,713,0.8246100321150023,0.1449571799969414,0.0304327878880562,0.8181818181818182,0.1490282388928265,0.0327899429253553,0.831366398745344,0.140678298372868,0.0279553028817878,-32.228040549074,-60.5239335893593
Entre Ríos,Federación,78264,67280,10288,696,39250,33855,5063,332,39014,33425,5225,364,0.8596545027087805,0.1314525196769907,0.0088929776142287,0.8625477707006369,0.1289936305732484,0.0084585987261146,0.8567437330189163,0.1339262828728148,0.0093299841082688,-30.7348532046962,-58.1591551818899
Entre Ríos,Federal,29436,27036,2283,117,14912,13719,1132,61,14524,13317,1151,56,0.918467183041174,0.0775580921320831,0.0039747248267427,0.9199973175965666,0.0759120171673819,0.0040906652360515,0.916896171853484,0.0792481410079867,0.0038556871385293,-30.9924267798293,-58.8918600477175
Entre Ríos,Feliciano,16717,15204,1411,102,8544,7780,712,52,8173,7424,699,50,0.9094933301429682,0.0844050966082431,0.0061015732487886,0.9105805243445692,0.0833333333333333,0.0060861423220973,0.9083567845344428,0.0855255108283372,0.0061177046372201,-30.4138996015365,-58.7288907563202
Entre Ríos,Gualeguay,56796,50753,5681,362,29197,26130,2885,182,27599,24623,2796,180,0.8936016620888795,0.1000246496232129,0.0063736882879075,0.8949549611261431,0.0988115217316847,0.0062335171421721,0.8921700061596435,0.101308018406464,0.0065219754338925,-33.1192366285416,-59.6014598265182
Entre Ríos,Gualeguaychú,125176,107425,15996,1755,64445,55337,8221,887,60731,52088,7775,868,0.8581916661340833,0.1277880743912571,0.0140202594746596,0.8586701838777252,0.1275661416711924,0.0137636744510823,0.8576838846717492,0.1280235793910852,0.0142925359371655,-33.0223490410459,-58.7858051710614
Entre Ríos,Islas del Ibicuy,13984,10920,2955,109,6934,5430,1449,55,7050,5490,1506,54,0.7808924485125858,0.2113129290617849,0.0077946224256292,0.7830977790597058,0.2089702913181425,0.0079319296221517,0.7787234042553192,0.2136170212765957,0.0076595744680851,-33.6249961546235,-58.9338958542555
Entre Ríos,La Paz,75271,68203,6781,287,38524,34881,3492,151,36747,33322,3289,136,0.9060992945490296,0.0900878160247638,0.0038128894262066,0.9054355726300488,0.0906447928564012,0.0039196345135499,0.9067951125261926,0.0895039050806868,0.0037009823931205,-30.8973573249588,-59.5004308899395
Entre Ríos,Nogoyá,42954,38487,3930,537,21933,19583,2055,295,21021,18904,1875,242,0.8960050286352843,0.0914932253107976,0.0125017460539181,0.8928555145214973,0.0936944330460949,0.0134500524324077,0.8992911850054707,0.0891965177679463,0.0115122972265829,-32.2187123476403,-59.7697019154662
Entre Ríos,Paraná,388716,347973,38307,2436,202553,181266,20056,1231,186163,166707,18251,1205,0.8951856882659834,0.0985475256999969,0.0062667860340196,0.8949065182939774,0.0990160599941743,0.0060774217118482,0.895489436676461,0.0980377411193416,0.0064728222041973,-31.6952294494901,-60.0411744815271
Entre Ríos,San Salvador,20786,19013,1628,145,10530,9613,845,72,10256,9400,783,73,0.9147022034061388,0.0783219474646396,0.0069758491292215,0.9129154795821462,0.0802469135802469,0.0068376068376068,0.9165366614664586,0.0763455538221528,0.0071177847113884,-31.576883538854,-58.4863728567569
Entre Ríos,Tala,31091,27141,3552,398,16074,14022,1838,214,15017,13119,1714,184,0.8729535878550063,0.1142452799845614,0.0128011321604322,0.8723404255319149,0.1143461490605947,0.0133134254074903,0.8736099087700606,0.1141373110474795,0.0122527801824598,-32.3174117218427,-59.2672864854832
Entre Ríos,Uruguay,115516,99917,13996,1603,59501,51418,7258,825,56015,48499,6738,778,0.864962429447003,0.1211607050105613,0.0138768655424356,0.8641535436379221,0.1219811431740643,0.0138653131880136,0.8658216549138623,0.1202892082477907,0.0138891368383468,-32.4477599400377,-58.5842252100111
Entre Ríos,Victoria,40301,34618,5454,229,20565,17645,2809,111,19736,16973,2645,118,0.8589861293764423,0.135331629488102,0.0056822411354556,0.8580111840505713,0.136591295891077,0.0053975200583515,0.8600020267531414,0.1340190514795298,0.0059789217673287,-32.7839424597941,-60.2180700308372
Entre Ríos,Villaguay,55284,49609,5163,512,28216,25345,2620,251,27068,24264,2543,261,0.8973482381882643,0.0933904927284567,0.009261269083279,0.8982492203005387,0.0928551176637368,0.0088956620357244,0.8964090438894635,0.0939485739618738,0.0096423821486626,-31.6477388964372,-59.0594708103114
Formosa,Bermejo,15600,14048,1404,148,7536,6764,680,92,8064,7284,724,56,0.9005128205128206,0.09,0.0094871794871794,0.8975583864118896,0.0902335456475583,0.012208067940552,0.9032738095238096,0.089781746031746,0.0069444444444444,-24.0254990220968,-61.2828611773469
Formosa,Formosa,268572,237792,22745,8035,140026,123636,11575,4815,128546,114156,11170,3220,0.8853938608641259,0.0846886495986178,0.0299174895372563,0.8829503092282862,0.0826632196877722,0.0343864710839415,0.8880556376705615,0.0868949636705926,0.0250493986588458,-25.9396352320143,-58.3773174492375
Formosa,Laishi,19275,17149,1676,450,9661,8572,856,233,9614,8577,820,217,0.8897016861219196,0.0869520103761348,0.0233463035019455,0.8872787496118414,0.0886036642169547,0.0241175861712038,0.8921364676513418,0.0852922820886207,0.0225712502600374,-26.4675822193402,-58.5654632415076
Formosa,Matacos,17017,15072,1858,87,8621,7680,902,39,8396,7392,956,48,0.8857025327613562,0.1091849327143444,0.0051125345242992,0.890847929474539,0.1046282333835982,0.0045238371418628,0.8804192472606003,0.1138637446403049,0.0057170080990948,-23.8544865427827,-62.0770650055764
Formosa,Patiño,81600,73761,6781,1058,40691,36842,3310,539,40909,36919,3471,519,0.9039338235294118,0.0831004901960784,0.0129656862745098,0.9054090585141678,0.0813447691135632,0.013246172372269,0.9024664499254442,0.0848468552152338,0.0126866948593219,-24.8750081858591,-59.9584280130313
Formosa,Pilagás,19089,17401,1026,662,9569,8700,491,378,9520,8701,535,284,0.9115721095919116,0.0537482319660537,0.0346796584420346,0.9091859128435572,0.0513115268053088,0.0395025603511338,0.913970588235294,0.0561974789915966,0.0298319327731092,-25.1053773069172,-58.6616277481182
Formosa,Pilcomayo,94116,80348,8038,5730,48394,40941,3978,3475,45722,39407,4060,2255,0.8537124399676994,0.0854052445917803,0.0608823154405202,0.8459933049551597,0.082200272761086,0.0718064222837541,0.8618826822973623,0.088797515419273,0.0493198022833646,-25.3700377166163,-58.0626062654551
Formosa,Pirané,72560,63031,8649,880,36854,31919,4475,460,35706,31112,4174,420,0.8686742006615215,0.1191979051819184,0.01212789415656,0.8660932327562816,0.1214250827589949,0.0124816844847235,0.8713381504509046,0.1168991205959782,0.0117627289531171,-25.7672913544641,-59.1592563969217
Formosa,Ramón Lista,17678,16849,771,58,8864,8449,389,26,8814,8400,382,32,0.953105554927028,0.0436135309424143,0.0032809141305577,0.9531814079422384,0.0438853790613718,0.0029332129963898,0.9530292716133424,0.0433401406852734,0.0036305877013841,-23.120377014683,-62.1378892144612
Jujuy,Cochinoca,14998,13619,1123,256,7890,7133,609,148,7108,6486,514,108,0.9080544072543004,0.0748766502200293,0.01706894252567,0.9040557667934094,0.0771863117870722,0.0187579214195183,0.9124929656724816,0.0723128868880135,0.0151941474395047,-22.9392130779775,-65.9347260935414
Jujuy,Dr. Manuel Belgrano,319469,264212,45003,10254,167292,137521,23868,5903,152177,126691,21135,4351,0.8270348609724261,0.1408681280499829,0.0320970109775909,0.8220416995433135,0.1426726920593931,0.0352856083972933,0.8325239687994901,0.1388843254893972,0.0285917057111127,-24.0891183755518,-65.4478782461086
Jujuy,El Carmen,122259,91153,24013,7093,62150,46066,12253,3831,60109,45087,11760,3262,0.7455729230567892,0.1964108981751854,0.0580161787680252,0.741206757843926,0.1971520514883346,0.0616411906677393,0.7500873413299173,0.1956445790147898,0.0542680796552928,-24.4475372667752,-65.1012859046503
Jujuy,Humahuaca,20877,16995,3260,622,10965,8866,1766,333,9912,8129,1494,289,0.8140537433539302,0.1561527039325573,0.0297935527135124,0.8085727314181487,0.1610579115367077,0.0303693570451436,0.8201170298627926,0.1507263922518159,0.0291565778853914,-23.0820099180032,-65.4095227491295
Jujuy,Ledesma,94132,76766,13563,3803,47656,38772,6921,1963,46476,37994,6642,1840,0.8155143840564314,0.144084902052437,0.0404007138911316,0.8135806614067483,0.1452283028369985,0.0411910357562531,0.8174972028573888,0.1429124709527498,0.0395903261898614,-23.7854859185353,-64.8288746330382
Jujuy,Palpalá,65522,54812,9212,1498,33531,27902,4746,883,31991,26910,4466,615,0.8365434510546076,0.1405939989621806,0.0228625499832117,0.8321254958098476,0.1415406638632907,0.0263338403268617,0.8411740802100591,0.1396017629958426,0.0192241567940983,-24.1949225166052,-65.1264498101135
Jujuy,Rinconada,1797,1639,118,40,894,811,65,18,903,828,53,22,0.9120756816917084,0.0656649972175848,0.0222593210907067,0.907158836689038,0.0727069351230425,0.0201342281879194,0.9169435215946844,0.0586932447397563,0.0243632336655592,-22.621441999219,-66.5415632203904
Jujuy,San Antonio,6729,5395,1137,197,3356,2686,557,113,3373,2709,580,84,0.8017536038044286,0.1689701292911279,0.0292762669044434,0.800357568533969,0.1659713945172825,0.0336710369487485,0.8031426030240142,0.17195375037059,0.0249036466053957,-24.3466655289394,-65.4465034514555
Jujuy,San Pedro,88237,74342,11512,2383,45194,37895,6029,1270,43043,36447,5483,1113,0.842526377823362,0.1304668109749878,0.0270068112016501,0.8384962605655618,0.1334026640704518,0.0281010753639863,0.8467578932695212,0.1273842436633134,0.0258578630671653,-24.2985083171115,-64.8109899059972
Jujuy,Santa Bárbara,20497,17081,2728,688,10069,8446,1293,330,10428,8635,1435,358,0.8333414646045763,0.1330926477045421,0.0335658876908815,0.8388121958486443,0.1284139437878637,0.0327738603634919,0.8280590717299579,0.1376102800153433,0.0343306482546988,-24.007640144548,-64.4023116738515
Jujuy,Santa Catalina,2641,1873,449,319,1382,945,255,182,1259,928,194,137,0.709201060204468,0.1700113593335857,0.1207875804619462,0.6837916063675832,0.1845151953690303,0.1316931982633864,0.7370929308975377,0.1540905480540111,0.1088165210484511,-22.1376406851166,-66.227261407729
Jujuy,Susques,3966,3573,349,44,2012,1811,181,20,1954,1762,168,24,0.9009077155824508,0.0879979828542612,0.0110943015632879,0.9000994035785288,0.0899602385685884,0.0099403578528827,0.901740020470829,0.0859774820880245,0.0122824974411463,-23.5206710927029,-66.6617118803761
Jujuy,Tilcara,14621,12450,1645,526,7549,6393,878,278,7072,6057,767,248,0.8515149442582587,0.1125094042815128,0.0359756514602284,0.8468671347198304,0.1163067956020665,0.036826069678103,0.8564762443438914,0.1084558823529411,0.0350678733031674,-23.5604015183698,-65.3200105901478
Jujuy,Tumbaya,5298,4559,620,119,2719,2329,323,67,2579,2230,297,52,0.8605134012835032,0.1170252925632314,0.0224613061532653,0.8565649135711658,0.1187936741449062,0.0246414122839279,0.8646762310973245,0.1151609150833656,0.0201628538193098,-23.7434749479331,-65.6961901966194
Jujuy,Valle Grande,2490,2171,242,77,1244,1063,139,42,1246,1108,103,35,0.8718875502008032,0.0971887550200803,0.0309236947791164,0.8545016077170418,0.1117363344051446,0.0337620578778135,0.8892455858747994,0.0826645264847512,0.0280898876404494,-23.4666140607053,-65.0120193444126
Jujuy,Yavi,25831,19041,4392,2398,13716,9987,2260,1469,12115,9054,2132,929,0.7371375479075529,0.170028260617088,0.092834191475359,0.7281277340332458,0.1647710702828813,0.1071011956838728,0.7473380107304994,0.1759801898472967,0.0766817994222038,-22.290645260596,-65.5667394207971
La Pampa,Atreucó,11053,8475,2487,91,5524,4208,1261,55,5529,4267,1226,36,0.7667601556138605,0.2250067854881027,0.0082330588980367,0.7617668356263577,0.2282766111513396,0.0099565532223026,0.7717489600289383,0.221739916802315,0.0065111231687466,-37.0324944038817,-63.7788849526284
La Pampa,Caleu Caleu,2611,774,1810,27,1297,396,890,11,1314,378,920,16,0.296438146304098,0.6932209881271544,0.0103408655687476,0.3053199691595991,0.6861989205859677,0.0084811102544333,0.2876712328767123,0.700152207001522,0.0121765601217656,-38.6756398635536,-63.8968185406946
La Pampa,Capital,118504,95816,21602,1086,61648,49872,11200,576,56856,45944,10402,510,0.8085465469520016,0.1822892054276648,0.0091642476203334,0.8089800155722814,0.1816766156241889,0.0093433688035297,0.8080765442521458,0.1829534261995216,0.0089700295483326,-36.4980625982423,-64.198128304565
La Pampa,Catriló,8225,6265,1896,64,4100,3107,954,39,4125,3158,942,25,0.7617021276595745,0.2305167173252279,0.0077811550151975,0.7578048780487805,0.2326829268292683,0.0095121951219512,0.7655757575757576,0.2283636363636363,0.006060606060606,-36.581670209145,-63.6648685343036
La Pampa,Chalileo,2868,2126,729,13,1456,1060,390,6,1412,1066,339,7,0.7412831241283124,0.25418410041841,0.0045327754532775,0.728021978021978,0.2678571428571428,0.0041208791208791,0.7549575070821529,0.240084985835694,0.0049575070821529,-36.395699692841,-66.5727424085761
La Pampa,Chapaleufú,12277,8829,3366,82,6119,4386,1697,36,6158,4443,1669,46,0.7191496293882871,0.2741712144660748,0.0066791561456381,0.7167837882006863,0.2773328975322765,0.005883314267037,0.7215004871711594,0.271029555050341,0.0074699577784995,-35.2298937893695,-63.6603750662124
La Pampa,Chical Co,1461,1001,458,2,711,484,225,2,750,517,233,0,0.6851471594798083,0.3134839151266256,0.001368925393566,0.680731364275668,0.3164556962025316,0.0028129395218002,0.6893333333333334,0.3106666666666666,0.0,-36.3969736431163,-67.6944669009179
La Pampa,Conhelo,15094,12892,2124,78,7591,6495,1046,50,7503,6397,1078,28,0.8541142175698954,0.1407181661587385,0.0051676162713661,0.8556184955868792,0.1377947569490185,0.0065867474641022,0.8525922964147674,0.1436758629881381,0.0037318405970944,-36.0320043909386,-64.5086492198133
La Pampa,Curacó,1103,668,403,32,515,329,173,13,588,339,230,19,0.6056210335448776,0.3653671804170444,0.0290117860380779,0.6388349514563106,0.3359223300970874,0.0252427184466019,0.576530612244898,0.391156462585034,0.032312925170068,-38.1797329921075,-66.330067375997
La Pampa,Guatraché,9397,6792,2222,383,4661,3318,1153,190,4736,3474,1069,193,0.7227838671916569,0.2364584441843141,0.0407576886240289,0.711864406779661,0.2473718086247586,0.0407637845955803,0.7335304054054054,0.2257179054054054,0.0407516891891891,-37.4836471472851,-63.7813081297621
La Pampa,Hucal,7713,5991,1672,50,3840,2914,895,31,3873,3077,777,19,0.7767405678724232,0.2167768702191106,0.0064825619084662,0.7588541666666667,0.2330729166666666,0.0080729166666666,0.7944745675187194,0.2006196746707978,0.0049057578104828,-37.9792315730965,-63.9544864276514
La Pampa,Lihuel Calel,428,266,153,9,190,120,65,5,238,146,88,4,0.6214953271028038,0.3574766355140187,0.0210280373831775,0.631578947368421,0.3421052631578947,0.0263157894736842,0.6134453781512605,0.3697478991596639,0.0168067226890756,-38.2616348854642,-65.0966893102146
La Pampa,Limay Mahuida,413,371,41,1,195,172,23,0,218,199,18,1,0.8983050847457628,0.099273607748184,0.0024213075060532,0.882051282051282,0.1179487179487179,0.0,0.9128440366972476,0.0825688073394495,0.0045871559633027,-37.2419021199685,-66.5552326917265
La Pampa,Loventué,9243,8133,1063,47,4626,4078,522,26,4617,4055,541,21,0.8799091204154496,0.1150059504489884,0.005084929135562,0.8815391266753134,0.11284046692607,0.0056204063986165,0.8782759367554689,0.1171756551873511,0.0045484080571799,-36.4785080840981,-65.533063651288
La Pampa,Maracó,69067,53290,15108,669,35632,27357,7906,369,33435,25933,7202,300,0.771569635281683,0.2187441180303183,0.0096862466879986,0.7677649303996408,0.2218792096991468,0.0103558599012123,0.7756243457454763,0.2154030207866008,0.0089726334679228,-35.6796161112326,-63.6624899647122
La Pampa,Puelén,11636,6536,4785,315,5791,3208,2431,152,5845,3328,2354,163,0.5617050532829151,0.4112237882433826,0.0270711584737023,0.5539630461060266,0.4197893282680021,0.0262476256259713,0.5693755346449957,0.4027373823781009,0.0278870829769033,-37.4345215375332,-67.6045329036613
La Pampa,Quemú Quemú,8404,6947,1403,54,4144,3406,711,27,4260,3541,692,27,0.8266301761066159,0.1669443122322703,0.0064255116611137,0.821911196911197,0.171573359073359,0.006515444015444,0.8312206572769953,0.1624413145539906,0.006338028169014,-36.1306405658638,-63.6637300134466
La Pampa,Rancul,11090,8715,2323,52,5466,4294,1150,22,5624,4421,1173,30,0.7858431018935979,0.2094679891794409,0.0046889089269612,0.7855836077570435,0.2103915111598975,0.0040248810830589,0.7860953058321479,0.2085704125177809,0.0053342816500711,-35.408324405275,-64.7962057702449
La Pampa,Realicó,17356,12964,4288,104,8747,6453,2247,47,8609,6511,2041,57,0.7469463009910118,0.2470615349158792,0.005992164093109,0.7377386532525437,0.2568880759117412,0.0053732708357151,0.7563015448948774,0.2370774770588918,0.0066209780462306,-35.2306620563122,-64.2098498059179
La Pampa,Toay,17927,14097,3691,139,8976,7126,1773,77,8951,6971,1918,62,0.786355776203492,0.2058905561443632,0.0077536676521448,0.7938948306595366,0.1975267379679144,0.008578431372549,0.7787956652887945,0.2142777343313596,0.0069266003798458,-36.662162152652,-64.6922110147401
La Pampa,Trenel,5637,4676,921,40,2817,2357,440,20,2820,2319,481,20,0.8295192478268583,0.1633847791378392,0.0070959730353024,0.8367057152999645,0.1561945331913383,0.0070997515086971,0.8223404255319149,0.1705673758865248,0.0070921985815602,-35.631875013139,-64.2143766255202
La Pampa,Utracán,17686,14753,2770,163,8856,7425,1345,86,8830,7328,1425,77,0.8341626144973425,0.1566210562026461,0.0092163293000113,0.8384146341463414,0.1518744354110207,0.0097109304426377,0.8298980747451868,0.1613816534541336,0.0087202718006795,-37.3338794806419,-65.082831667763
La Rioja,Arauco,16251,13458,2618,175,8218,6875,1257,86,8033,6583,1361,89,0.8281336533136422,0.1610977785982401,0.0107685680881176,0.8365782428814796,0.1529569238257483,0.0104648332927719,0.8194945848375451,0.1694261172662766,0.0110792978961782,-28.5330436663011,-66.7191026010202
La Rioja,Ángel Vicente Peñaloza,3184,2906,272,6,1590,1448,138,4,1594,1458,134,2,0.9126884422110552,0.0854271356783919,0.0018844221105527,0.9106918238993712,0.0867924528301886,0.0025157232704402,0.9146800501882058,0.0840652446675031,0.001254705144291,-30.3128975387926,-66.6630521188297
La Rioja,Capital,210507,165746,41579,3182,109219,85573,22003,1643,101288,80173,19576,1539,0.7873657408067191,0.1975183723106595,0.0151158868826214,0.7834992080132578,0.2014576218423534,0.0150431701443887,0.7915350288286865,0.1932706737224548,0.0151942974488587,-29.4605896547988,-66.3526000997493
La Rioja,Castro Barros,5810,4168,1381,261,2960,2078,731,151,2850,2090,650,110,0.7173838209982788,0.2376936316695352,0.0449225473321858,0.702027027027027,0.2469594594594594,0.0510135135135135,0.7333333333333333,0.2280701754385964,0.0385964912280701,-28.8599829479134,-66.918584755618
La Rioja,Chamical,15630,12904,2661,65,8001,6560,1406,35,7629,6344,1255,30,0.8255918106206014,0.1702495201535508,0.0041586692258477,0.8198975128108986,0.1757280339957505,0.0043744531933508,0.8315637698256653,0.1645038668239612,0.0039323633503735,-30.1676450229169,-65.9564977168655
La Rioja,Chilecito,58681,47141,9838,1702,29976,24163,4932,881,28705,22978,4906,821,0.8033435013036587,0.1676522213322881,0.0290042773640531,0.8060781958900454,0.1645316253002401,0.0293901788097144,0.8004877199094235,0.1709109911165302,0.0286012889740463,-29.39593747537,-67.427886789152
La Rioja,Famatina,6984,6019,926,39,3458,2969,470,19,3526,3050,456,20,0.8618270332187858,0.1325887743413516,0.0055841924398625,0.8585887796414112,0.1359167148640833,0.0054945054945054,0.8650028360748724,0.1293250141803743,0.0056721497447532,-28.6973536209113,-67.5592543116777
La Rioja,General Belgrano,7615,6153,1409,53,3883,3147,707,29,3732,3006,702,24,0.80801050558109,0.1850295469468155,0.0069599474720945,0.8104558331187226,0.1820757146536183,0.007468452227659,0.8054662379421221,0.1881028938906752,0.0064308681672025,-30.5778081168076,-65.9324739936757
La Rioja,General Felipe Varela,11371,10013,1298,60,5627,4930,671,26,5744,5083,627,34,0.8805733884442881,0.1141500307800545,0.0052765807756573,0.8761329305135952,0.1192464901368402,0.0046205793495645,0.8849233983286908,0.1091573816155988,0.0059192200557103,-29.4499054722468,-68.3285566475246
