name,identifier,total,total_esta,total_otra,total_fuera,mujer,mujer_esta,mujer_otra,mujer_fuera,hombre,hombre_esta,hombre_otra,hombre_fuera,total_esta_p,total_otra_p,total_fuera_p,mujer_esta_p,mujer_otra_p,mujer_fuera_p,hombre_esta_p,hombre_otra_p,hombre_fuera_p
Buenos Aires,partido Quilmes,631774,497577,90229,43968,328275,255018,48768,24489,303499,242559,41461,19479,0.7875870168762881,0.1428184762272585,0.06959450689645348,0.7768425862462874,0.14855837331505597,0.07459904043865662,0.7992085641138851,0.13661000530479508,0.06418143058131988
Buenos Aires,partido Ramallo,39648,33760,5534,354,20222,17214,2819,189,19426,16546,2715,165,0.8514931396287329,0.13957828894269572,0.008928571428571428,0.8512511126495895,0.13940263079814064,0.009346256552269805,0.8517450839081643,0.1397611448574076,0.008493771234428085
Buenos Aires,partido Rauch,16491,15504,789,198,8323,7809,400,114,8168,7695,389,84,0.9401491722757868,0.04784427869747135,0.012006549026741859,0.9382434218430854,0.04805959389643157,0.013696984260482999,0.9420910871694417,0.04762487757100881,0.01028403525954946
Buenos Aires,partido Rivadavia,19735,16204,3265,266,9946,8101,1709,136,9789,8103,1556,130,0.8210793007347352,0.16544210793007347,0.013478591335191284,0.8144982907701589,0.1718278705007038,0.013673838729137341,0.8277658596383696,0.15895392787823068,0.013280212483399735
Buenos Aires,partido Rojas,25619,22737,2604,278,13200,11715,1346,139,12419,11022,1258,139,0.8875053671103478,0.10164331160466841,0.010851321284983801,0.8875,0.10196969696969697,0.01053030303030303,0.887511071744907,0.10129640067638296,0.01119252757871004
Buenos Aires,partido Roque Pérez,13901,12080,1644,177,7117,6221,798,98,6784,5859,846,79,0.8690022300553917,0.11826487303071721,0.012732896913891087,0.8741042574118308,0.11212589574258817,0.013769846845581003,0.8636497641509434,0.12470518867924528,0.01164504716981132
Buenos Aires,partido Saavedra,21407,19063,1988,356,10980,9797,982,201,10427,9266,1006,155,0.8905031064605036,0.0928668192647265,0.016630074274769934,0.8922586520947177,0.08943533697632058,0.01830601092896175,0.8886544547808574,0.09648029155078162,0.014865253668360986
Buenos Aires,partido Saladillo,35423,32680,2058,685,18172,16776,1035,361,17251,15904,1023,324,0.9225644355362336,0.05809784603223894,0.01933771843152754,0.9231785163988554,0.056955756108298485,0.01986572749284614,0.9219175699959422,0.05930091009216857,0.018781519911889165
Buenos Aires,partido Salliqueló,9344,8541,698,105,4750,4334,360,56,4594,4207,338,49,0.9140625,0.07470034246575342,0.011237157534246575,0.9124210526315789,0.07578947368421053,0.011789473684210527,0.9157596865476709,0.07357422725293862,0.01066608619939051
Buenos Aires,partido Salto,39257,32809,5694,754,20038,16759,2901,378,19219,16050,2793,376,0.8357490383880581,0.14504419593957765,0.019206765672364165,0.8363609142629005,0.14477492763748878,0.01886415809961074,0.8351110879858473,0.1453249388625839,0.01956397315156876
Buenos Aires,partido San Andrés de Giles,26399,22922,2928,549,13304,11620,1413,271,13095,11302,1515,278,0.8682904655479374,0.11091329217015795,0.020796242281904617,0.8734215273601924,0.1062086590499098,0.020369813589897773,0.8630775105001909,0.1156930126002291,0.02122947689957999
Buenos Aires,partido San Antonio de Areco,26695,22305,3805,585,13717,11462,1940,315,12978,10843,1865,270,0.8355497284135606,0.14253605544109385,0.02191421614534557,0.8356054530874097,0.14143034191149667,0.022964205001093533,0.8354908306364617,0.14370473108337187,0.020804438280166437
Buenos Aires,partido San Cayetano,8918,8226,602,90,4533,4194,286,53,4385,4032,316,37,0.9224041264857591,0.06750392464678179,0.010091948867459071,0.9252150893448048,0.06309287447606442,0.011692036179130819,0.9194982896237173,0.07206385404789054,0.008437856328392246
Buenos Aires,partido San Fernando,171099,131457,29408,10234,89489,67902,15741,5846,81610,63555,13667,4388,0.7683095751582417,0.1718771003921706,0.05981332444958767,0.7587748214864397,0.17589871380840102,0.06532646470515929,0.7787648572478862,0.16746722215414778,0.05376792059796594
Buenos Aires,partido San Isidro,295978,208919,70190,16869,156763,109332,37457,9974,139215,99587,32733,6895,0.7058598949921954,0.23714600409489894,0.05699410091290569,0.6974349814688415,0.23894031117036546,0.06362470736079305,0.7153467657939159,0.23512552526667385,0.04952770893941026
Buenos Aires,partido San Miguel,327650,242971,66191,18488,169340,124135,34984,10221,158310,118836,31207,8267,0.7415565389897757,0.20201739661223866,0.056426064397985656,0.7330518483524271,0.2065902917207984,0.06035785992677454,0.7506537805571347,0.19712589223675067,0.05222032720611459
Buenos Aires,partido San Nicolás,166657,132823,30898,2936,86079,67691,16739,1649,80578,65132,14159,1287,0.796984225085055,0.1853987531276814,0.01761702178726366,0.78638227674578,0.19446090219449574,0.019156821059724206,0.8083099605351337,0.17571793789868204,0.015972101566184317
Buenos Aires,partido San Pedro,68353,59882,7778,693,35068,30803,3898,367,33285,29079,3880,326,0.8760698140535164,0.1137916404546984,0.010138545491785292,0.8783791490817839,0.11115546937378806,0.010465381544427969,0.873636773321316,0.11656902508637525,0.009794201592308848
Buenos Aires,partido San Vicente,97929,79620,13533,4776,49944,40233,7145,2566,47985,39387,6388,2210,0.8130380173390926,0.13819195539625648,0.04877002726465092,0.8055622296972609,0.1430602274547493,0.051377542847989746,0.8208190059393561,0.1331249348754819,0.04605605918516203
Buenos Aires,partido Suipacha,11736,10606,1003,127,6007,5425,513,69,5729,5181,490,58,0.9037150647580096,0.08546353101567826,0.010821404226312201,0.9031130347927419,0.08540036623938738,0.011486598967870817,0.9043463082562402,0.08552976086577065,0.010123930877989178
Buenos Aires,partido Tandil,144678,129556,12499,2623,75152,67238,6451,1463,69526,62318,6048,1160,0.8954782344240313,0.08639184948644577,0.01812991608952294,0.8946934213327656,0.08583936555248031,0.0194672131147541,0.8963265540948709,0.08698904007134022,0.016684405833788798
Buenos Aires,partido Tapalqué,10695,9823,722,150,5440,4999,354,87,5255,4824,368,63,0.9184665731650304,0.06750818139317438,0.014025245441795231,0.9189338235294118,0.06507352941176471,0.015992647058823528,0.9179828734538534,0.07002854424357755,0.011988582302568981
Buenos Aires,partido Tigre,446291,333881,87600,24810,229776,170023,45845,13908,216515,163858,41755,10902,0.7481239818862581,0.1962844870275224,0.05559153108621953,0.7399510827936773,0.19952040247893602,0.06052851472738667,0.7567974505230585,0.19285037988130152,0.050352169595640026
Buenos Aires,partido Tordillo,2528,2320,183,25,1219,1124,85,10,1309,1196,98,15,0.9177215189873418,0.07238924050632911,0.009889240506329115,0.9220672682526662,0.06972928630024611,0.008203445447087777,0.9136745607333843,0.0748663101604278,0.01145912910618793
Buenos Aires,partido Tornquist,14591,12695,1511,385,7426,6444,781,201,7165,6251,730,184,0.8700568843807827,0.10355698718388047,0.02638612843533685,0.867761917586857,0.10517102073794775,0.02706706167519526,0.8724354501046755,0.10188415910676901,0.02568039078855548
Buenos Aires,partido Trenque Lauquen,49128,43573,4943,612,25036,22305,2426,305,24092,21268,2517,307,0.8869280247516691,0.10061472072952288,0.012457254518808011,0.8909170794056559,0.09690046333280077,0.012182457261543378,0.882782666445293,0.10447451436161381,0.012742819193093143
Buenos Aires,partido Tres Arroyos,61889,58188,2867,834,31784,29841,1509,434,30105,28347,1358,400,0.9401993892291037,0.046324871948165265,0.013475738822731018,0.9388686131386861,0.04747671784545683,0.013654669015857036,0.941604384653712,0.045108785915960806,0.013286829430327189
Buenos Aires,partido Tres de Febrero,362319,258938,75764,27617,190090,133943,40543,15604,172229,124995,35221,12013,0.7146685655458311,0.20910854799223888,0.07622288646192996,0.7046293860802778,0.213283181650797,0.08208743226892525,0.7257488576256031,0.20450098415481713,0.06975015821957975
Buenos Aires,partido Tres Lomas,9090,8100,870,120,4564,4045,458,61,4526,4055,412,59,0.8910891089108911,0.09570957095709572,0.013201320132013201,0.8862839614373357,0.10035056967572305,0.01336546888694128,0.8959346000883782,0.09102960671674767,0.013035793194874062
Buenos Aires,partido 25 de Mayo,35411,32693,2276,442,18227,16800,1169,258,17184,15893,1107,184,0.9232441896585807,0.06427381322188021,0.012481997119539127,0.9217095517638668,0.0641356229769024,0.014154825259230812,0.9248719739292365,0.06442039106145252,0.010707635009310988
Buenos Aires,partido Vicente López,280541,179444,82149,18948,149510,94486,43829,11195,131031,84958,38320,7753,0.6396355612905066,0.2928235088632321,0.06754092984626132,0.6319711056116648,0.29315095980201994,0.0748779345863153,0.648380917492807,0.29244987827308044,0.05916920423411254
Buenos Aires,partido Villa Gesell,37325,28123,6527,2675,19242,14347,3499,1396,18083,13776,3028,1279,0.7534628265237776,0.17486939048894842,0.07166778298727394,0.7456085645982746,0.18184180438623843,0.07254963101548696,0.7618204943869933,0.16745009124592158,0.0707294143670851
Buenos Aires,partido Villarino,32552,25355,4010,3187,16181,12705,1878,1598,16371,12650,2132,1589,0.7789075940034407,0.12318751536003932,0.09790489063652003,0.7851801495581238,0.11606204808108275,0.09875780236079353,0.7727078370288926,0.13023028526052166,0.09706187771058579
Buenos Aires,partido Zárate,131415,109224,19395,2796,67273,55830,9920,1523,64142,53394,9475,1273,0.83113799794544,0.14758589202145875,0.021276110033101245,0.8299020409376718,0.14745886165326358,0.022639097409064557,0.8324342864269901,0.1477191231954102,0.019846590377599702
Ciudad Autónoma de Buenos Aires,Comuna 1,221001,110628,56104,54269,115959,56749,29802,29408,105042,53879,26302,24861,0.5005769204664232,0.253863104691834,0.2455599748417428,0.48938849075966506,0.2570046309471451,0.25360687829318984,0.5129281620685059,0.2503950800632128,0.23667675786828127
Ciudad Autónoma de Buenos Aires,Comuna 2,160609,93683,46733,20193,90302,51344,27115,11843,70307,42339,19618,8350,0.5832985698186278,0.2909737312354849,0.12572769894588723,0.5685809838098824,0.3002702044251512,0.13114881176496646,0.6022017722275165,0.2790333821667828,0.1187648456057007
Ciudad Autónoma de Buenos Aires,Comuna 3,193537,104957,49314,39266,104323,55096,27459,21768,89214,49861,21855,17498,0.542309739222991,0.2548039909681353,0.20288626980887375,0.5281289840207816,0.2632113723723436,0.2086596436068748,0.558892102136436,0.24497276212253682,0.1961351357410272
Ciudad Autónoma de Buenos Aires,Comuna 4,227024,147991,41546,37487,119835,76197,22501,21137,107189,71794,19045,16350,0.6518738106984283,0.1830026781309465,0.16512351117062513,0.6358492927775692,0.18776651228772895,0.1763841949347019,0.6697888775900512,0.17767681385216766,0.1525343085577811
Ciudad Autónoma de Buenos Aires,Comuna 5,192449,122727,44718,25004,105002,65362,25484,14156,87447,57365,19234,10848,0.6377118093624804,0.23236285977064053,0.12992533086687902,0.6224833812689282,0.24270013904497056,0.13481647968610122,0.655997346964447,0.21995036993836267,0.1240522830971903
Ciudad Autónoma de Buenos Aires,Comuna 6,201764,140265,42196,19303,110746,75455,24174,11117,91018,64810,18022,8186,0.6951933942626038,0.2091354255466783,0.09567118019071787,0.6813338630740614,0.21828327885431528,0.10038285807162335,0.7120569557669911,0.198004790261267,0.08993825397174185
Ciudad Autónoma de Buenos Aires,Comuna 7,213262,149967,33083,30212,113904,78491,18680,16733,99358,71476,14403,13479,0.7032054468212808,0.15512843356997497,0.14166611960874417,0.6890978367748279,0.1639977524933277,0.14690441073184435,0.7193784093882727,0.14496064735602568,0.1356609432557016
Ciudad Autónoma de Buenos Aires,Comuna 8,203888,136369,26367,41152,107116,70136,14327,22653,96772,66233,12040,18499,0.6688426979518167,0.12932099976457664,0.2018363022836067,0.6547667948765824,0.13375219388326673,0.21148101124015087,0.6844231802587525,0.12441615343281115,0.1911606663084363
Ciudad Autónoma de Buenos Aires,Comuna 9,167908,124890,22847,20171,88417,64459,12714,11244,79491,60431,10133,8927,0.7438001762870143,0.13606856135502776,0.12013126235795793,0.7290340092968547,0.14379587635861882,0.1271701143445265,0.7602244279226579,0.1274735504648325,0.11230202161250959
Ciudad Autónoma de Buenos Aires,Comuna 10,171896,130011,24971,16914,91566,67926,14157,9483,80330,62085,10814,7431,0.7563352259505748,0.14526806906501605,0.09839670498440918,0.741825568442435,0.15460978965991742,0.1035646418976476,0.7728743931283456,0.1346196937632267,0.09250591310842773
Ciudad Autónoma de Buenos Aires,Comuna 11,201905,152964,33134,15807,108217,80388,18779,9050,93688,72576,14355,6757,0.7576038235803967,0.16410688194943165,0.07828929447017162,0.7428407736307604,0.17353096093959358,0.08362826542964599,0.7746563060370592,0.15322133037315344,0.07212236358978738
Ciudad Autónoma de Buenos Aires,Comuna 12,235364,174499,43071,17794,126101,91669,24270,10162,109263,82830,18801,7632,0.7414005540354515,0.18299739977226764,0.07560204619228089,0.7269490329180578,0.1924647703031697,0.08058619677877257,0.7580791301721534,0.17207105790615304,0.06984981192169352
Ciudad Autónoma de Buenos Aires,Comuna 13,262330,177741,57719,26870,143839,95628,32753,15458,118491,82113,24966,11412,0.6775473640071665,0.22002439675218236,0.10242823924065109,0.6648266464588881,0.22770597682130717,0.10746737671980479,0.6929893409626048,0.21069954680102287,0.09631111223637238
Ciudad Autónoma de Buenos Aires,Comuna 14,247252,151559,64756,30937,136640,82232,36752,17656,110612,69327,28004,13281,0.61297380809862,0.2619028359730154,0.12512335592836457,0.6018149882903981,0.2689695550351288,0.12921545667447307,0.6267583987270821,0.25317325425812753,0.12006834701479044
Ciudad Autónoma de Buenos Aires,Comuna 15,195265,133472,38081,23712,104706,69839,21531,13336,90559,63633,16550,10376,0.683542877627839,0.19502214938673085,0.12143497298543006,0.6670009359540046,0.20563291501919662,0.12736614902679885,0.7026689782351837,0.18275378482536248,0.11457723693945383
Catamarca,departamento Ambato,5087,4563,509,15,2519,2247,262,10,2568,2316,247,5,0.8969923333988599,0.10005897385492432,0.0029486927462158445,0.8920206431123462,0.10400952759031362,0.003969829297340214,0.9018691588785047,0.09618380062305296,0.0019470404984423676
Catamarca,departamento Ancasti,3282,2858,411,13,1539,1340,191,8,1743,1518,220,5,0.870810481413772,0.12522851919561243,0.003960999390615478,0.8706952566601689,0.12410656270305392,0.005198180636777128,0.8709122203098106,0.12621916236374067,0.002868617326448652
Catamarca,departamento Andalgalá,19545,16490,2978,77,9841,8268,1532,41,9704,8222,1446,36,0.8436940393962651,0.15236633410079303,0.003939626502941929,0.8401585204755614,0.155675236256478,0.004166243267960573,0.8472794723825227,0.14901071723000825,0.003709810387469085
Catamarca,departamento Antofagasta de la Sierra,1822,1676,142,4,873,795,74,4,949,881,68,0,0.9198682766190999,0.07793633369923161,0.0021953896816684962,0.9106529209621993,0.08476517754868271,0.004581901489117984,0.928345626975764,0.07165437302423604,0.0
Catamarca,departamento Belén,30353,27692,2593,68,15486,14145,1309,32,14867,13547,1284,36,0.9123315652489046,0.08542812901525385,0.002240305735841597,0.9134056567222006,0.08452796073873176,0.002066382539067545,0.9112127530772852,0.08636577655209525,0.0024214703706194928
Catamarca,departamento Capayán,19471,16381,2891,199,9708,8182,1430,96,9763,8199,1461,103,0.8413024497971342,0.14847722253607928,0.010220327666786502,0.8428100535640709,0.1473011948908117,0.009888751545117428,0.8398033391375602,0.14964662501280343,0.010550035849636383
Catamarca,departamento Capital,186466,162090,23342,1034,96933,84108,12309,516,89533,77982,11033,518,0.8692737550009116,0.12518099814443384,0.005545246854654468,0.8676921172356163,0.12698461824146576,0.005323264522917892,0.8709861168507701,0.12322830688126166,0.005785576267968235
Catamarca,departamento El Alto,4375,2718,1647,10,2144,1291,848,5,2231,1427,799,5,0.6212571428571428,0.3764571428571429,0.002285714285714286,0.6021455223880597,0.39552238805970147,0.0023320895522388058,0.6396234872254595,0.3581353653070372,0.0022411474675033617
Catamarca,departamento Fray Mamerto Esquiú,14624,12816,1699,109,7384,6438,881,65,7240,6378,818,44,0.8763676148796499,0.1161788840262582,0.007453501094091904,0.8718851570964247,0.11931202600216685,0.008802816901408451,0.880939226519337,0.11298342541436464,0.0060773480662983425
Catamarca,departamento La Paz,26341,19814,6365,162,13292,10042,3166,84,13049,9772,3199,78,0.7522113814965263,0.24163851030712577,0.0061501081963478985,0.7554920252783629,0.23818838399037015,0.006319590731266927,0.7488696451835389,0.2451528852785654,0.005977469537895624
Catamarca,departamento Paclín,4696,3953,717,26,2281,1881,389,11,2415,2072,328,15,0.8417802385008518,0.1526831345826235,0.005536626916524702,0.8246383165278387,0.1705392371766769,0.004822446295484437,0.8579710144927536,0.13581780538302277,0.006211180124223602
Catamarca,departamento Pomán,12219,10099,2059,61,6068,5017,1023,28,6151,5082,1036,33,0.8264997135608478,0.1685080612161388,0.00499222522301334,0.8267963085036256,0.16858932102834542,0.004614370468029005,0.8262071207933669,0.16842789790278004,0.005364981303853032
Catamarca,departamento Santa María,26822,21815,4906,101,13794,11177,2564,53,13028,10638,2342,48,0.8133248825590933,0.1829095518604131,0.0037655655804936248,0.8102798318109323,0.1858779179353342,0.0038422502537335075,0.816548971446116,0.17976665643229967,0.00368437212158428
Catamarca,departamento Santa Rosa,13317,9320,3932,65,6635,4611,1989,35,6682,4709,1943,30,0.6998573252233987,0.29526169557708193,0.004880979199519411,0.6949510173323286,0.2997739261492087,0.0052750565184626974,0.7047291230170608,0.2907812032325651,0.004489673750374139
Catamarca,departamento Tinogasta,25254,22074,3053,127,12766,11090,1610,66,12488,10984,1443,61,0.8740793537657401,0.12089173992238854,0.005028906311871387,0.8687137709540969,0.12611624627917906,0.005169982766724111,0.8795643818065343,0.11555092889173607,0.004884689301729661
Catamarca,departamento Valle Viejo,33951,29100,4691,160,17274,14829,2365,80,16677,14271,2326,80,0.857117610674207,0.13816971517775617,0.004712674148036877,0.8584577978464745,0.13691096445525067,0.004631237698274864,0.8557294477423997,0.13947352641362357,0.004797025843976735
Chaco,departamento Almirante Brown,37794,32584,5102,108,19066,16498,2520,48,18728,16086,2582,60,0.8621474308091231,0.13499497274699687,0.002857596443879981,0.8653099758732823,0.1321724535822931,0.00251757054442463,0.8589278086287911,0.1378684322938915,0.0032037590773173856
Chaco,departamento Bermejo,28060,24880,2802,378,14279,12649,1402,228,13781,12231,1400,150,0.8866714183891661,0.09985744832501782,0.013471133285816108,0.8858463477834583,0.09818614748931997,0.015967504727221794,0.8875263043320514,0.10158914447427618,0.010884551193672447
Chaco,departamento Chacabuco,34493,31211,3188,94,17727,16086,1596,45,16766,15125,1592,49,0.9048502594729365,0.09242454990867713,0.0027251906183863393,0.9074293450668471,0.09003215434083602,0.002538500592316805,0.902123344864607,0.09495407372062507,0.002922581414767983
Chaco,departamento Comandante Fernández,101086,92987,7757,342,53023,48800,4050,173,48063,44187,3707,169,0.9198801020912886,0.0767366400886374,0.0033832578200739963,0.9203553175037248,0.07638194745676405,0.0032627350395111557,0.9193558454528431,0.07712793625033809,0.0035162182968187586
Chaco,departamento 12 de Octubre,23179,20925,2200,54,11689,10568,1095,26,11490,10357,1105,28,0.9027568057293239,0.09491349928814875,0.0023296949825272876,0.9040978697921123,0.09367781675079134,0.0022243134570964153,0.9013925152306353,0.09617058311575283,0.0024369016536118365
Chaco,departamento 2 de Abril,8310,7636,652,22,4184,3856,318,10,4126,3780,334,12,0.918892900120337,0.07845968712394705,0.002647412755716005,0.9216061185468452,0.07600382409177821,0.002390057361376673,0.9161415414444983,0.08095007270964615,0.00290838584585555
Chaco,departamento Fray Justo Santa María de Oro,10643,9676,951,16,5335,4837,493,5,5308,4839,458,11,0.9091421591656488,0.08935450530865358,0.0015033355256976416,0.9066541705716964,0.09240862230552953,0.0009372071227741331,0.9116428033157498,0.08628485305199698,0.002072343632253203
Chaco,departamento General Belgrano,12807,12057,722,28,6468,6077,379,12,6339,5980,343,16,0.9414382759428438,0.056375419692355745,0.0021863043648004997,0.9395485466914039,0.05859616573902288,0.0018552875695732839,0.9433664615870011,0.054109480990692536,0.0025240574223063575
Chaco,departamento General Donovan,15061,14093,911,57,7592,7115,454,23,7469,6978,457,34,0.9357280393068189,0.06048735143748755,0.003784609255693513,0.9371707060063225,0.059799789251844045,0.003029504741833509,0.9342616146739858,0.0611862364439684,0.0045521488820457895
Chaco,departamento General Güemes,68429,64510,3714,205,34694,32731,1868,95,33735,31779,1846,110,0.9427289599438834,0.05427523418433705,0.0029958058717795086,0.9434196114601948,0.05384216291001326,0.002738225629791895,0.9420186749666518,0.054720616570327556,0.0032607084630206016
Chaco,departamento Independencia,21948,20524,1328,96,11362,10637,680,45,10586,9887,648,51,0.9351193730636049,0.060506652086750504,0.004373974849644614,0.9361908114768527,0.05984861820102095,0.003960570322126386,0.933969393538636,0.061212922728131496,0.004817683733232572
Chaco,departamento Libertad,13775,12666,1053,56,7018,6464,525,29,6757,6202,528,27,0.919491833030853,0.07644283121597097,0.004065335753176044,0.9210601310914791,0.07480763750356227,0.004132231404958678,0.9178629569335504,0.07814118691727098,0.003995856149178629
Chaco,departamento Libertador General San Martín,65304,61244,3744,316,33088,30984,1959,145,32216,30260,1785,171,0.9378292294499572,0.05733186328555678,0.004838907264486096,0.936411992263056,0.059205754352030945,0.004382253384912959,0.9392848274149491,0.05540725105537621,0.005307921529674696
Chaco,departamento Maipú,26354,25082,1223,49,13368,12698,640,30,12986,12384,583,19,0.9517340821127722,0.04640661759125749,0.0018593002959702513,0.9498803111909037,0.047875523638539794,0.002244165170556553,0.9536423841059603,0.04489450177113815,0.0014631141229015864
Chaco,departamento Mayor Luis J. Fontana,59798,55850,3771,177,31056,28978,1987,91,28742,26872,1784,86,0.9339777250075253,0.0630623097762467,0.0029599652162279676,0.9330886141164348,0.06398119526017516,0.002930190623390005,0.9349384176466495,0.06206944541089694,0.002992136942453552
Chaco,departamento 9 de Julio,30223,27526,2573,124,15455,14106,1295,54,14768,13420,1278,70,0.9107633259438176,0.08513383846739238,0.004102835588789994,0.9127143319314138,0.08379165318667098,0.0034940148819152376,0.9087215601300108,0.08653846153846154,0.004739978331527627
Chaco,departamento O'Higgins,21544,20546,944,54,10997,10485,487,25,10547,10061,457,29,0.9536761975492016,0.043817304121797254,0.002506498329001114,0.9534418477766664,0.044284804946803674,0.0022733472765299628,0.9539205461268607,0.043329856831326445,0.002749597041812838
Chaco,departamento Presidencia de la Plaza,13938,13120,783,35,7120,6704,403,13,6818,6416,380,22,0.9413115224565934,0.056177356866121395,0.00251112067728512,0.9415730337078652,0.05660112359550562,0.0018258426966292136,0.9410384276914051,0.05573481959518921,0.0032267527134056907
Chaco,departamento 1° de Mayo,14265,12841,1318,106,7203,6488,670,45,7062,6353,648,61,0.9001752541184718,0.09239397125832458,0.007430774623203645,0.900735804525892,0.09301679855615716,0.006247396917950854,0.8996035117530444,0.09175870858113849,0.008637779665817049
Chaco,departamento Quitilipi,32430,30936,1409,85,16591,15828,723,40,15839,15108,686,45,0.953931544865865,0.043447425223558434,0.0026210299105766267,0.9540112108974745,0.04357784340907721,0.0024109456934482553,0.9538480964707368,0.04331081507670939,0.002841088452553823
Chaco,departamento San Fernando,413764,367012,43315,3437,217228,192179,23163,1886,196536,174833,20152,1551,0.8870080528997206,0.10468527953132703,0.008306667568952349,0.8846879776087797,0.10662990038116633,0.008682122010053953,0.8895723938616844,0.10253592217201937,0.007891683966296251
Chaco,departamento San Lorenzo,16045,15207,807,31,8199,7773,409,17,7846,7434,398,14,0.9477718915550015,0.05029604238080399,0.001932066064194453,0.9480424442005122,0.049884132211245276,0.0020734235882424686,0.9474891664542442,0.05072648483303594,0.0017843487127198571
Chaco,departamento Sargento Cabral,18696,17540,1115,41,9481,8877,579,25,9215,8663,536,16,0.9381685922122379,0.05963842533162174,0.0021929824561403508,0.9362936399114018,0.06106950743592448,0.0026368526526737686,0.9400976668475312,0.05816603364080304,0.0017362995116657625
Chaco,departamento Tapenagá,4051,3722,309,20,1995,1806,177,12,2056,1916,132,8,0.9187854850654159,0.07627746235497408,0.004937052579609973,0.9052631578947369,0.0887218045112782,0.006015037593984963,0.9319066147859922,0.06420233463035019,0.0038910505836575876
Chaco,departamento 25 de Mayo,32606,31157,1391,58,16473,15734,715,24,16133,15423,676,34,0.9555603263203092,0.042660859964423724,0.0017788137152671287,0.9551387118314818,0.04340435864748376,0.0014569295210344199,0.9559908262567408,0.041901692183722805,0.002107481559536354
Chubut,departamento Biedma,102806,58143,38084,6579,52089,29432,19239,3418,50717,28711,18845,3161,0.5655603758535495,0.3704453047487501,0.06399431939770052,0.5650329244178234,0.3693486148707021,0.06561846071147459,0.5661020959441607,0.3715716623617328,0.06232624169410651
Chubut,departamento Cushamen,28099,16230,11086,783,14195,8204,5568,423,13904,8026,5518,360,0.5776006263568099,0.39453361329584685,0.02786576034734332,0.5779499823881649,0.3922507925325819,0.02979922507925326,0.5772439585730725,0.3968642117376295,0.025891829689298044
Chubut,departamento Escalante,214829,149074,50907,14848,109129,75804,24984,8341,105700,73270,25923,6507,0.6939193498084523,0.23696521419361447,0.06911543599793324,0.6946274592454801,0.22894006176176818,0.0764324789927517,0.6931882686849574,0.2452507095553453,0.06156102175969726
Chubut,departamento Florentino Ameghino,1782,1454,288,40,855,712,127,16,927,742,161,24,0.8159371492704826,0.16161616161616163,0.02244668911335578,0.8327485380116959,0.14853801169590644,0.01871345029239766,0.8004314994606256,0.17367853290183388,0.025889967637540454
Chubut,departamento Futaleufú,49965,38781,10107,1077,26001,20232,5192,577,23964,18549,4915,500,0.7761633143200241,0.20228159711798258,0.021555088561993396,0.7781239183108342,0.19968462751432636,0.02219145417483943,0.7740360540811216,0.20509931564012684,0.02086463027875146
Chubut,departamento Gaiman,12505,10427,1625,453,6299,5259,817,223,6206,5168,808,230,0.8338264694122351,0.12994802079168333,0.036225509796081565,0.8348944276869344,0.12970312748055246,0.0354024448325131,0.8327425072510474,0.13019658395101516,0.03706090879793748
Chubut,departamento Gastre,1181,1038,132,11,514,442,68,4,667,596,64,7,0.8789161727349704,0.1117696867061812,0.009314140558848433,0.8599221789883269,0.13229571984435798,0.007782101167315175,0.8935532233883059,0.095952023988006,0.010494752623688156
Chubut,departamento Languiñeo,2862,2642,186,34,1370,1261,92,17,1492,1381,94,17,0.923130677847659,0.0649895178197065,0.011879804332634521,0.9204379562043795,0.06715328467153285,0.012408759124087591,0.925603217158177,0.06300268096514745,0.011394101876675604
Chubut,departamento Mártires,744,661,77,6,313,275,36,2,431,386,41,4,0.8884408602150538,0.10349462365591398,0.008064516129032258,0.8785942492012779,0.11501597444089456,0.006389776357827476,0.8955916473317865,0.0951276102088167,0.009280742459396751
Chubut,departamento Paso de Indios,1882,1760,102,20,868,822,41,5,1014,938,61,15,0.9351753453772582,0.05419766206163656,0.010626992561105207,0.9470046082949308,0.04723502304147465,0.00576036866359447,0.9250493096646942,0.0601577909270217,0.014792899408284023
Chubut,departamento Rawson,144420,111095,28840,4485,74709,57615,14745,2349,69711,53480,14095,2136,0.7692494114388588,0.1996953330563634,0.03105525550477773,0.7711922258362446,0.19736577922338674,0.03144199494036863,0.7671673050164249,0.20219190658576122,0.030640788397813833
Chubut,departamento Río Senguer,6347,5003,1197,147,3063,2427,565,71,3284,2576,632,76,0.7882464156294312,0.1885930360800378,0.02316054829053096,0.7923604309500489,0.18445968005223637,0.02317988899771466,0.784409257003654,0.19244823386114496,0.023142509135200974
Chubut,departamento Sarmiento,14477,10866,3204,407,7144,5391,1539,214,7333,5475,1665,193,0.7505698694480901,0.22131657111279962,0.028113559439110314,0.754619260918253,0.2154255319148936,0.029955207166853303,0.7466248465839357,0.22705577526251194,0.026319378153552436
Chubut,departamento Tehuelches,5947,5306,566,75,2870,2554,277,39,3077,2752,289,36,0.8922145619640155,0.0951740373297461,0.01261140070623844,0.8898954703832752,0.09651567944250872,0.013588850174216028,0.894377640558986,0.09392265193370165,0.011699707507312317
Chubut,departamento Telsen,1608,1400,197,11,743,625,110,8,865,775,87,3,0.8706467661691543,0.12251243781094527,0.006840796019900498,0.8411843876177658,0.1480484522207268,0.010767160161507403,0.8959537572254336,0.10057803468208093,0.003468208092485549
