name,identifier,total,total_esta,total_otra,total_fuera,mujer,mujer_esta,mujer_otra,mujer_fuera,hombre,hombre_esta,hombre_otra,hombre_fuera,total_esta_p,total_otra_p,total_fuera_p,mujer_esta_p,mujer_otra_p,mujer_fuera_p,hombre_esta_p,hombre_otra_p,hombre_fuera_p
Buenos Aires,partido General Villegas,35055,28076,6356,623,17709,14149,3213,347,17346,13927,3143,276,0.8009128512337755,0.1813150763086578,0.017772072457566682,0.7989722739849794,0.18143316957479247,0.019594556440228134,0.8028940389715208,0.18119451170298628,0.015911449325492908
Buenos Aires,partido Guaminí,11662,10724,802,136,5883,5410,400,73,5779,5314,402,63,0.9195678271308524,0.06877036528897273,0.011661807580174927,0.919598844127146,0.0679925208227095,0.012408635050144484,0.9195362519467036,0.06956220799446271,0.010901540058833708
Buenos Aires,partido Hipólito Yrigoyen,10581,9578,851,152,5367,4869,421,77,5214,4709,430,75,0.9052074473112183,0.080427180795766,0.014365371893015783,0.9072107322526551,0.07844233277436184,0.014346934972983045,0.9031453778289221,0.08247027234369006,0.014384349827387802
Buenos Aires,partido Hurlingham,185361,142368,34381,8612,96371,72593,18879,4899,88990,69775,15502,3713,0.7680580057293606,0.185481304049935,0.04646069022070446,0.7532660240113728,0.195899181288977,0.05083479469965031,0.7840768625688279,0.17419934824137542,0.041723789189796606
Buenos Aires,partido Ituzaingó,177983,135210,36148,6625,92829,69549,19475,3805,85154,65661,16673,2820,0.7596792952135878,0.20309804869004344,0.03722265609636875,0.7492163009404389,0.2097943530577729,0.04098934600178823,0.7710853277591188,0.19579820090659275,0.033116471334288466
Buenos Aires,partido José C. Paz,326527,247812,56516,22199,167300,125636,29725,11939,159227,122176,26791,10260,0.7589326456923929,0.17308216472144722,0.0679851895861598,0.7509623430962343,0.1776748356246264,0.07136282127913927,0.7673070521959215,0.16825663989147568,0.06443630791260276
Buenos Aires,partido Junín,100964,89552,9397,2015,52663,46650,4960,1053,48301,42902,4437,962,0.8869696129313419,0.09307277841606909,0.01995760865258904,0.8858211647646355,0.0941837722879441,0.01999506294742039,0.8882217759466677,0.09186145214384796,0.019916771909484276
Buenos Aires,partido La Costa,100400,78275,15965,6160,51754,40143,8383,3228,48646,38132,7582,2932,0.7796314741035857,0.15901394422310758,0.06135458167330677,0.7756501912895621,0.1619778181396607,0.062371990570777136,0.7838671216544012,0.15586070797187848,0.060272170373720346
Buenos Aires,partido La Matanza,1837168,1368951,314227,153990,952170,703564,165561,83045,884998,665387,148666,70945,0.7451419793943722,0.17103879449239265,0.08381922611323515,0.7389058676496844,0.17387756388039952,0.08721656846991609,0.7518514166133708,0.16798456041708568,0.08016402296954343
Buenos Aires,partido Lanús,460081,324927,107138,28016,242122,168810,56964,16348,217959,156117,50174,11668,0.7062386840578072,0.2328676906892482,0.06089362525294459,0.6972104971873684,0.23526982265139063,0.06751968016124103,0.7162677384278695,0.23019925765855045,0.053533003913580075
Buenos Aires,partido La Plata,756074,619022,80540,56512,395876,321678,43825,30373,360198,297344,36715,26139,0.8187320288754805,0.10652396458547708,0.07474400653904248,0.8125726237508715,0.11070385676322889,0.07672351948589963,0.8255015297142128,0.10193004958384,0.07256842070194726
Buenos Aires,partido Laprida,11496,10911,514,71,5943,5635,264,44,5553,5276,250,27,0.9491127348643006,0.044711203897007654,0.006176061238691719,0.9481743227326266,0.04442200908632004,0.00740366818105334,0.9501170538447686,0.04502070952638214,0.004862236628849271
Buenos Aires,partido Las Flores,27136,24831,1953,352,14092,12871,1028,193,13044,11960,925,159,0.9150574882075472,0.07197081367924528,0.012971698113207548,0.9133550950894125,0.07294919103037184,0.013695713880215725,0.9168966574670346,0.07091383011346213,0.01218951241950322
Buenos Aires,partido Leandro N. Alem,17153,15574,1434,145,8771,7943,756,72,8382,7631,678,73,0.9079461318719757,0.08360053634932665,0.008453331778697604,0.9055979933872991,0.08619313647246608,0.008208870140234865,0.9104032450489143,0.08088761632068718,0.008709138630398473
Buenos Aires,partido Lezama,6170,5771,282,117,3180,2959,162,59,2990,2812,120,58,0.9353322528363047,0.045705024311183146,0.018962722852512156,0.930503144654088,0.0509433962264151,0.018553459119496855,0.9404682274247491,0.04013377926421405,0.01939799331103679
Buenos Aires,partido Lincoln,45191,41303,3494,394,23176,21172,1788,216,22015,20131,1706,178,0.9139651700559845,0.07731627979022372,0.008718550153791685,0.913531239212979,0.07714877459440801,0.009319986192613048,0.9144219850102203,0.07749261866908926,0.008085396320690438
Buenos Aires,partido Lobería,18106,16946,1021,139,9135,8578,463,94,8971,8368,558,45,0.9359328399425605,0.05639014691262565,0.0076770131448138735,0.9390257252326217,0.05068418171866448,0.010290093048713738,0.9327834132203767,0.062200423587114036,0.005016163192509197
Buenos Aires,partido Lobos,41418,36961,3569,888,21463,19146,1843,474,19955,17815,1726,414,0.8923897822202906,0.08617026413636583,0.021439953643343473,0.8920467781763965,0.08586870428178726,0.02208451754181615,0.8927587070909546,0.0864946128789777,0.020746680030067653
Buenos Aires,partido Lomas de Zamora,685644,512877,110858,61909,356111,263513,59089,33509,329533,249364,51769,28400,0.7480222972854718,0.16168448932682267,0.09029321338770557,0.7399743338453459,0.16592860091376005,0.09409706524089399,0.7567193573936449,0.15709807515484034,0.08618256745151472
Buenos Aires,partido Luján,110111,92655,14547,2909,57042,47949,7509,1584,53069,44706,7038,1325,0.8414690630363906,0.1321121413846028,0.02641879557900664,0.8405911433680446,0.13163984432523404,0.027769012306721363,0.8424127079839454,0.13261979686822817,0.024967495147826414
Buenos Aires,partido Magdalena,22653,18662,3347,644,11492,9476,1671,345,11161,9186,1676,299,0.8238202445592195,0.14775084977707148,0.028428905663709002,0.8245736164288201,0.14540549947789766,0.030020884093282282,0.8230445300600304,0.15016575575665264,0.026789714183316906
Buenos Aires,partido Maipú,11253,10714,462,77,5862,5614,214,34,5391,5100,248,43,0.9521016617790812,0.04105571847507331,0.006842619745845552,0.9576936199249403,0.03650631183896281,0.005800068236096895,0.9460211463550362,0.04600259692079391,0.007976256724169913
Buenos Aires,partido Malvinas Argentinas,349401,271326,65984,12091,179550,137338,35268,6944,169851,133988,30716,5147,0.776546146118643,0.18884891571575355,0.03460493816560342,0.764901141743247,0.19642439431913117,0.038674463937621834,0.7888561150655574,0.18084085463141225,0.030303030303030304
Buenos Aires,partido Mar Chiquita,32973,28220,3959,794,16643,14212,2025,406,16330,14008,1934,388,0.8558517574985595,0.1200679343705456,0.024080308130894974,0.8539325842696629,0.1216727753409842,0.024394640389352882,0.8578077158603796,0.11843233312921005,0.02375995101041029
Buenos Aires,partido Marcos Paz,64761,52115,9676,2970,33015,26568,4868,1579,31746,25547,4808,1391,0.8047281542903908,0.14941091088772565,0.04586093482188354,0.8047251249432076,0.14744812963804332,0.04782674541874905,0.8047313047313047,0.15145215145215146,0.04381654381654382
Buenos Aires,partido Mercedes,71002,61082,8458,1462,36823,31659,4395,769,34179,29423,4063,693,0.8602856257570209,0.11912340497450775,0.020590969268471312,0.8597615620671862,0.1193547511066453,0.020883686826168427,0.8608502296731911,0.11887416249743994,0.02027560782936891
Buenos Aires,partido Merlo,581484,454712,96250,30522,299398,231139,51497,16762,282086,223573,44753,13760,0.781985402865771,0.1655247607844756,0.05248983634975339,0.7720125050935543,0.17200181697940534,0.05598567792704026,0.7925703508859,0.15865019887552023,0.04877945023857972
Buenos Aires,partido Monte,24616,20419,3415,782,12613,10439,1776,398,12003,9980,1639,384,0.8295011374715632,0.13873090672733182,0.031767955801104975,0.82763815111393,0.1408071037818124,0.031554745104257514,0.8314588019661752,0.13654919603432475,0.03199200199950013
Buenos Aires,partido Monte Hermoso,8444,7183,947,314,4255,3634,479,142,4189,3549,468,172,0.850663192799621,0.1121506395073425,0.037186167693036475,0.8540540540540541,0.11257344300822562,0.03337250293772033,0.8472189066603008,0.11172117450465505,0.04105991883504417
Buenos Aires,partido Moreno,575758,422761,96667,56330,294448,213893,50741,29814,281310,208868,45926,26516,0.7342685642231632,0.1678951920772269,0.0978362436996099,0.7264202847361844,0.17232584361245448,0.1012538716513612,0.7424833813230955,0.16325761615299847,0.09425900252390601
Buenos Aires,partido Morón,329517,247169,66005,16343,173315,128294,35533,9488,156202,118875,30472,6855,0.7500948357747855,0.20030833007098267,0.0495968341542318,0.7402359864985719,0.20501976170556502,0.05474425179586302,0.761033789580159,0.19508072879988733,0.04388548161995365
Buenos Aires,partido Navarro,19888,18261,1316,311,10107,9286,659,162,9781,8975,657,149,0.9181918744971842,0.06617055510860821,0.015637570394207562,0.9187691698822599,0.0652023350153359,0.016028495102404273,0.9175953379000102,0.06717104590532666,0.015233616194663123
Buenos Aires,partido Necochea,101483,92403,7271,1809,53024,48106,3864,1054,48459,44297,3407,755,0.9105268862765192,0.07164746804883576,0.017825645674645015,0.9072495473747737,0.07287266143633071,0.019877791188895596,0.914112961472585,0.07030685734332116,0.01558018118409377
Buenos Aires,partido 9 de Julio,52366,48356,3343,667,27178,25088,1726,364,25188,23268,1617,303,0.9234235954627048,0.06383913226139099,0.012737272275904212,0.9230995658252998,0.06350724850982412,0.013393185664876003,0.9237732253454026,0.06419723677941877,0.012029537875178657
Buenos Aires,partido Olavarría,122011,112531,7311,2169,63155,58101,3861,1193,58856,54430,3450,976,0.9223020875166993,0.059920826810697395,0.01777708567260329,0.9199746655055023,0.06113530203467659,0.018890032459821075,0.9247995106701101,0.05861764306103031,0.01658284626885959
Buenos Aires,partido Patagones,37499,25642,10612,1245,19043,12929,5502,612,18456,12713,5110,633,0.683804901464039,0.28299421317901813,0.03320088535694285,0.6789371422569973,0.28892506432809956,0.03213779341490312,0.6888274815778067,0.2768747290853923,0.03429778933680104
Buenos Aires,partido Pehuajó,44594,40303,3621,670,23173,20937,1880,356,21421,19366,1741,314,0.9037762927748128,0.08119926447504149,0.015024442750145759,0.9035083933888577,0.0811289000129461,0.015362706598196177,0.9040661033565193,0.08127538396900238,0.014658512674478315
Buenos Aires,partido Pellegrini,7112,5901,1120,91,3631,2992,595,44,3481,2909,525,47,0.8297244094488189,0.15748031496062992,0.012795275590551181,0.8240154227485541,0.16386670338749657,0.012117873863949325,0.8356794024705544,0.15081873024992817,0.01350186727951738
Buenos Aires,partido Pergamino,114988,98564,14645,1779,59918,50987,7990,941,55070,47577,6655,838,0.8571677044561171,0.12736111594253313,0.015471179601349706,0.8509462932674655,0.13334891017724224,0.015704796555292232,0.8639368076992918,0.12084619575086254,0.015216996549845652
Buenos Aires,partido Pila,4615,3967,509,139,2343,2033,237,73,2272,1934,272,66,0.8595882990249187,0.11029252437703142,0.030119176598049836,0.8676909944515578,0.10115236875800256,0.031156636790439608,0.8512323943661971,0.11971830985915492,0.029049295774647887
Buenos Aires,partido Pilar,393614,283352,80659,29603,200878,143806,41047,16025,192736,139546,39612,13578,0.719872768753144,0.20491903235149156,0.0752081988953645,0.7158872549507661,0.204337956371529,0.07977478867770488,0.7240266478499087,0.2055246554872987,0.07044869666279263
Buenos Aires,partido Pinamar,39224,26811,7768,4645,19817,13516,3927,2374,19407,13295,3841,2271,0.6835355904548236,0.19804201509280034,0.1184223944523761,0.682040672150174,0.19816319321794418,0.11979613463188171,0.6850620909980935,0.19791827691039315,0.11701963209151336
Buenos Aires,partido Presidente Perón,101994,77231,15763,9000,52044,39107,8092,4845,49950,38124,7671,4155,0.7572112085024609,0.15454830676314293,0.08824048473439614,0.7514218737990931,0.1554838213819076,0.0930943048189993,0.7632432432432432,0.15357357357357357,0.08318318318318318
Buenos Aires,partido Puán,16391,14038,2045,308,8367,7084,1110,173,8024,6954,935,135,0.856445610395949,0.12476358977487646,0.018790799829174545,0.846659495637624,0.13266403728935103,0.02067646707302498,0.8666500498504487,0.11652542372881355,0.016824526420737788
Buenos Aires,partido Punta Indio,12161,9895,1885,381,6175,5003,967,205,5986,4892,918,176,0.8136666392566401,0.15500370035358935,0.03132966038977058,0.8102024291497976,0.1565991902834008,0.03319838056680162,0.8172402271967926,0.1533578349482125,0.029401937854994988
